layer,pos,op,max_abs_diff,mean_abs_diff,mse,nrmse,rel_err_pct,dense_mean_abs,tq_mean_abs,note
4,25,sdpa_out,8.333524703979492,0.32816213369369507,0.26360177993774414,1.9863561438912107,126.96131605429616,0.25847411155700684,0.28163230419158936,
4,30,q_normed,2.488461971282959,0.41919901967048645,0.297210693359375,0.8905000945067922,68.47341888825173,0.6122069358825684,0.5842440724372864,
4,30,k_normed,0.2521348297595978,0.03700036555528641,0.002442813478410244,0.5428606719273188,40.639582803694296,0.09104514122009277,0.08840387314558029,
4,30,v_normed,6.395486831665039,0.6383523344993591,0.7314187288284302,1.3276192812586123,99.09482241328975,0.644183337688446,0.5900481939315796,
4,30,sdpa_out,4.952548503875732,0.281541645526886,0.19013965129852295,1.5153303858627953,97.8393660374959,0.28775906562805176,0.2670937478542328,
5,1,q_normed,0.206939697265625,0.02663080021739006,0.0011785272508859634,0.062111206564348306,4.818194947704474,0.5527132153511047,0.5542768836021423,
5,1,k_normed,0.016977384686470032,0.002826410112902522,1.2610680641955696e-05,0.07908378869132074,6.294386134581873,0.04490366578102112,0.04508400708436966,
5,1,v_normed,0.2727036476135254,0.04562653601169586,0.0032537044025957584,0.07916259146552322,6.332110040888031,0.7205581665039062,0.7229055166244507,
5,1,sdpa_out,1.108933448791504,0.04353506118059158,0.0038227068725973368,0.1745532820219991,12.290843235229525,0.35420727729797363,0.3603416979312897,
5,5,q_normed,0.23310375213623047,0.03577890247106552,0.002140912925824523,0.08236549631288508,6.369023215444158,0.5617643594741821,0.5599992871284485,
5,5,k_normed,0.021675625815987587,0.004130223765969276,2.7605859941104427e-05,0.11361511814285224,8.931184593714132,0.046244971454143524,0.04633517190814018,
5,5,v_normed,0.34817007184028625,0.06630373001098633,0.007122637704014778,0.11432114592595916,8.981401325052794,0.7382336854934692,0.7399705648422241,
5,5,sdpa_out,0.9489784240722656,0.04517700523138046,0.003990228287875652,0.22146252641761607,15.838673879657424,0.2852322459220886,0.28774312138557434,
5,10,q_normed,0.245103120803833,0.026364076882600784,0.0011562753934413195,0.05803344821406774,4.4994590516993584,0.5859388113021851,0.5855764746665955,
5,10,k_normed,0.011739294975996017,0.0027557224966585636,1.2172873539384454e-05,0.07418492748826602,5.859419648245421,0.04703063890337944,0.04706417769193649,
5,10,v_normed,0.18856525421142578,0.04436500370502472,0.0031407447531819344,0.0740609387671497,5.862912509056546,0.7567058801651001,0.7566377520561218,
5,10,sdpa_out,1.0825738906860352,0.04663698747754097,0.00414090882986784,0.1938849638142919,14.051632563683208,0.3318972885608673,0.32647180557250977,
5,15,q_normed,0.3363075256347656,0.0353359580039978,0.002119390992447734,0.07929742402441979,6.08653897684063,0.5805591344833374,0.5818653702735901,
5,15,k_normed,0.018419437110424042,0.003893893910571933,2.4285536710522138e-05,0.1045359787698489,8.25992401077228,0.04714200645685196,0.047355767339468,
5,15,v_normed,0.2958667278289795,0.06251943111419678,0.0062659550458192825,0.10451770100967657,8.254888822454948,0.7573624849319458,0.7608397006988525,
5,15,sdpa_out,1.6946287155151367,0.057389937341213226,0.00645363749936223,0.20046134783050942,14.32069558139282,0.40074825286865234,0.40026092529296875,
5,20,q_normed,5.74294900894165,0.6044144630432129,0.6247789263725281,1.3895163576120364,106.25156253943337,0.5688523054122925,0.56488436460495,
5,20,k_normed,0.5879790782928467,0.05778852477669716,0.005776701960712671,1.7476177338961443,132.87646638240844,0.04349041357636452,0.04731358587741852,
